,一部事務組合等コード表（令和７年10月23日現在）,,,,,,,
,158631,西蒲原福祉事務組合,にしかんばらふくしじむくみあい,昭和39年3月23日,9590318,新潟県西蒲原郡弥彦村大字麓6958番地,0256942362,
,158640,新潟県中東福祉事務組合,にいがたけんちゅうとうふくしじむくみあい,昭和39年11月20日,9591846,新潟県五泉市尻上118番地,0250420833,
,158895,新潟県三条・燕総合グラウンド施設組合,にいがたけんさんじょうつばめそうごうぐらうんどしせつくみあい,昭和43年10月8日,9550091,新潟県三条市上須頃,0256345586,
,158909,三条・燕・西蒲・南蒲広域養護老人ホーム施設組合,さんじょうつばめにしかんなんかんこういきようごろうじんほーむしせつくみあい,昭和44年4月1日,9550805,新潟県三条市吉田字薬王寺1237番地,0256341010,
,158933,加茂市・田上町消防衛生保育組合,かもしたがみまちしょうぼうえいせいほいくくみあい,昭和46年4月1日,9591392,新潟県加茂市幸町2丁目3番5号,0256521024 ,
,159000,燕・弥彦総合事務組合,つばめやひこそうごうじむくみあい,平成9年4月1日,9590248,新潟県燕市吉田浜首408番地１号,0256921210,
,159069,豊栄郷清掃施設処理組合,とよさかごうせいそうしせつしょりくみあい,昭和45年5月11日,9503305,新潟県新潟市北区浦ノ入418番地,0253860909,
,159123,新発田地域広域事務組合,しばたちいきこういきじむくみあい,昭和46年9月1日,9570053,新潟県新発田市中央町5丁目4番7号,0254261501,
,159166,十日町地域広域事務組合,とおかまちちいきこういきじむくみあい,昭和47年4月20日,9480007,新潟県十日町市四日町新田1041,0257570119,
,159174,上越地域消防事務組合,じょうえつちいきしょうぼうじむくみあい,昭和47年5月1日,9430171,新潟県上越市大字藤野新田330番地1,0255450227,
,159271,新潟東港地域水道用水供給企業団,にいがたひがしこうちいきすいどうようすいきょうきゅうきぎょうだん,昭和48年7月25日,9503301,新潟県新潟市北区笹山1114番地,0253869111,
,159336,魚沼地域特別養護老人ホーム組合,うおぬまちいきとくべつようごろうじんほーむくみあい,昭和49年5月10日,9497302,新潟県南魚沼市浦佐4059番地１,0257773811,
,159352,三条地域水道用水供給企業団,さんじょうちいきすいどうようすいきょうきゅうきぎょうだん,昭和50年4月25日,9550132,新潟県三条市長野字中土1365番地,0256472201,
,159476,五泉地域衛生施設組合,ごせんちいきえいせいしせつくみあい,昭和53年4月1日,9591604,新潟県五泉市論瀬8864番地,0250433852,
,159522,上越広域伝染病院組合,じょうえつこういきでんせんびょういんくみあい,昭和55年10月1日,9438601,新潟県上越市木田1丁目1番3号,0255265111,
,159573,新潟県市町村総合事務組合（普通会計分）,にいがたけんしちょうそんそうごうじむくみあい（ふつうかいけいぶん）,平成16年3月1日,9500965,新潟県新潟市中央区新光町4番地1,0252844100,
,159581,新潟県市町村総合事務組合（事業会計分）,にいがたけんしちょうそんそうごうじむくみあい（じぎょうかいけいぶん）,平成16年3月1日,9500965,新潟県新潟市中央区新光町4番地1,0252844100,
,159590,新潟県後期高齢者医療広域連合,にいがたけんこうきこうれいしゃいりょうこういきれんごう,平成19年3月1日,9500965,新潟県新潟市中央区新光町4番地1,0252853221,
,159590,新潟県後期高齢者医療広域連合,にいがたけんこうきこうれいしゃいりょうこういきれんごう,平成19年3月1日,9500965,新潟県新潟市中央区新光町4番地1,0252853221,
,168114,三郷利田用水市町村組合,さんごうりたようすいしちょうそんくみあい,明治25年10月1日,9393554,富山県富山市水橋小路１７番地,0764824714,
,168157,黒東合口用水組合,こくとうごうくちようすいくみあい,大正15年12月20日,9390693,富山県下新川郡入善町入膳423番地　入善町役場内,0765721100,
,168165,下山用水組合,にざやまようすいくみあい,昭和30年3月15日,9390793,富山県下新川郡朝日町道下1133番地　朝日町役場内,0765831100,
,168424,砺波地方衛生施設組合,となみちほうえいせいしせつくみあい,昭和36年2月21日,9390142,富山県高岡市福岡町土屋710番地,0766642028,
,168611,庄川水害予防組合,しょうがわすいがいよぼうくみあい,昭和26年9月26日,9338601,富山県高岡市広小路7番50号　高岡市都市創造部土木維持課内,0766307286,
,168645,小矢部川中流水害予防組合,おやべがわちゅうりゅうすいがいよぼうくみあい,昭和31年3月26日,9328611,富山県小矢部市本町１番1号　小矢部市役所内,0766671760,
,168661,常願寺川右岸水防市町村組合,じょうがんじがわうがんすいぼうしちょうそんくみあい,昭和27年4月1日,9300292,富山県中新川郡立山町前沢2440番地　立山町役場内,0764629975,
,168726,富山県市町村総合事務組合,とやまけんしちょうそんそうごうじむくみあい,昭和37年11月28日,9300871,富山県富山市下野995番地の3　市町村会館内,0764411511,
,168912,砺波広域圏事務組合,となみこういきけんじむくみあい,昭和45年7月16日,9320393,富山県砺波市庄川町青島401　砺波市役所庄川支所内,0763821920,
,168921,新川広域圏事務組合,にいかわこういきけんじむくみあい,昭和46年4月1日,9370066,富山県魚津市北鬼江313番2　魚津市役所第一分庁舎内,0765231024,
,168971,富山地区広域圏事務組合,とやまちくこういきけんじむくみあい,昭和47年7月1日,9300247,富山県中新川郡立山町末三賀103番地3,0764628311,
,169005,高岡地区広域圏事務組合,たかおかちくこういきけんじむくみあい,平成5年2月10日,9350035,富山県氷見市上田子字笹谷内50番地,0766912101,
,169013,富山県市町村会館管理組合,とやまけんしちょうそんかいかんかんりくみあい,昭和49年10月1日,9300871,富山県富山市下野995番地の3　市町村会館内,0764411511,
,169048,中新川広域行政事務組合,なかにいかわこういきぎょうせいじむくみあい,昭和57年7月15日,9300288,富山県中新川郡舟橋村国重242番地,0764641335,
,169072,砺波地方介護保険組合,となみちほうかいごほけんくみあい,平成11年2月3日,9391392,富山県砺波市栄町7番3号,0763348333,
,169099,新川地域介護保険・ケーブルテレビ事業組合,にいかわちいきかいごほけん・けーぶるてれびじぎょうくみあい,平成11年4月30日,9380036,富山県黒部市北新199番地,0765573303,
,169111,滑川中新川地区広域情報事務組合,なめりかわなかにいかわちくこういきじょうほうじむくみあい,平成14年2月28日,9360835,富山県滑川市開676番地　滑川市SOHOセンター内,0764749211,
,169129,富山県後期高齢者医療広域連合,とやまけんこうきこうれいしゃいりょうこういきれんごう,平成19年1月10日,9392798,富山県富山市婦中町速星754番地　富山市婦中行政サービスセンター内,0764657501,
,169137,砺波地域消防組合,となみちいきしょうぼうくみあい,平成23年2月1日,9391328,富山県砺波市大辻501番地,0763324957,
,169145,富山県東部消防組合,とやまけんとうぶしょうぼうくみあい,平成25年1月25日,9370805,富山県魚津市本江3197番地の1,0765240119,
,169153,新川地域消防組合,にいかわちいきしょうぼうくみあい,平成25年2月8日,9380014,富山県黒部市植木761番地1,0765540119,
,178063,石川県市町村消防団員等公務災害補償等組合,いしかわけんしちょうそんしょうぼうだんいんとうこうむさいがいほしょうとうくみあい,昭和27年2月15日,9200964 ,石川県金沢市本多町3丁目1番10号,0762215840,
,178128,手取川水防事務組合,てどりがわすいぼうじむくみあい,昭和33年12月1日,9248688,石川県白山市倉光2丁目1番地白山市役所内,0762749536,
,178209,石川県市町村職員退職手当組合,いしかわけんしちょうそんしょくいんたいしょくてあてくみあい,昭和37年5月30日,9200964 ,石川県金沢市本多町3丁目1番10号,0762215840,
,178217,河北郡市広域事務組合,かほくぐんしこういきじむくみあい,昭和37年5月8日,9290318,石川県河北郡津幡町字領家ル9番地１,0762884545,
,178268,輪島市穴水町環境衛生施設組合,わじましあなみずまちかんきょうえいせいしせつくみあい,昭和40年4月20日,9272122,石川県輪島市門前町原１の１５番地１,0768421112,
,178292,手取郷広域事務組合,てどりごうこういきじむくみあい,昭和42年7月18日,9290124,石川県能美市浜町タ１５８−２６,0761555445,
,178306,石川県市町村消防賞じゅつ金組合,いしかわけんしちょうそんしょうぼうしょうじゅつきんくみあい,昭和42年10月18日,9200964,石川県金沢市本多町3丁目1番10号,0762215840,
,178331,石川県市町議会議員公務災害補償等組合,いしかわけんしちょうぎかいぎいんこうむさいがいほしょうとうくみあい,昭和43年2月1日,9200964,石川県金沢市本多町3丁目1番10号,0762316357,
,178373,羽咋郡市広域圏事務組合（普通会計分）,はくいぐんしこういきけんじむくみあい（ふつうかいけいぶん）,昭和46年10月1日,9258505,石川県羽咋市中央町ア185番地,0767226610,
,178411,白山野々市広域事務組合,はくさんののいちこういきじむくみあい,昭和47年7月1日,9240815,石川県白山市三浦町２５５番地１,0762749585,
,178454,羽咋郡市広域圏事務組合（事業会計分）,はくいぐんしこういきけんじむくみあい（じぎょうかいけいぶん）,昭和46年10月1日,9258502,石川県羽咋市的場町松崎２４番地,0767221220,
,178462,奥能登広域圏事務組合,おくのとこういきけんじむくみあい,昭和52年4月1日,9292392,石川県輪島市三井町洲衛10部11番１,0768262314,
,178489,南加賀広域圏事務組合（普通会計分）,みなみかがこういきけんじむくみあい（ふつうかいけいぶん）,昭和53年12月1日,9238650,石川県小松市小馬出町91番地,0761245353,
,178519,のと鉄道運営助成基金事務組合,のとてつどううんえいじょせいききんじむくみあい,昭和62年10月12日,9268611,石川県七尾市袖ケ江町イ−25七尾市役所内,0767531117,
,178543,能美介護認定事務組合,のみかいごにんていじむくみあい,平成11年7月2日,9231121,石川県能美市寺井町ぬ48番地能美市健康福祉センター別館,0761584415,
